TITLE,CONTEXT,QUESTION,ANSWER
Background information,"With the passage of the Patient Protection and Affordable Care Act (PPACA) in March 2010, the  Interagency Pain Research Coordinating Committee was created to coordinate pain research efforts  throughout federal government agencies. The Committee was tasked with summarizing advances in pain  care research, identifying gaps in research, and developing recommendations regarding ways to minimize  duplicative efforts, disseminate pain care information, and expand public/private research partnerships  and collaborations. The Committee published the National Pain Strategy in March 2016 in response to the  call from the National Academy of Medicine to increase awareness of pain as a significant public health  issue in the U.S. The strategy made recommendations in a number of areas including prevention and  care, professional education and training, and population research. The plan is aimed at decreasing the  prevalence of all types of pain (acute and chronic) in the U.S., as well as the disability and morbidity  associated with pain.",How was the National Pain Strategy published?,in response to the  call from the National Academy of Medicine to increase awareness of pain as a significant public health  issue in the U.S.
Background information,"With the passage of the Patient Protection and Affordable Care Act (PPACA) in March 2010, the  Interagency Pain Research Coordinating Committee was created to coordinate pain research efforts  throughout federal government agencies. The Committee was tasked with summarizing advances in pain  care research, identifying gaps in research, and developing recommendations regarding ways to minimize  duplicative efforts, disseminate pain care information, and expand public/private research partnerships  and collaborations. The Committee published the National Pain Strategy in March 2016 in response to the  call from the National Academy of Medicine to increase awareness of pain as a significant public health  issue in the U.S. The strategy made recommendations in a number of areas including prevention and  care, professional education and training, and population research. The plan is aimed at decreasing the  prevalence of all types of pain (acute and chronic) in the U.S., as well as the disability and morbidity  associated with pain.",In which areas the National Pain Strategy made recommendations?,"prevention and  care, professional education and training, and population research"
Background information,"With the passage of the Patient Protection and Affordable Care Act (PPACA) in March 2010, the  Interagency Pain Research Coordinating Committee was created to coordinate pain research efforts  throughout federal government agencies. The Committee was tasked with summarizing advances in pain  care research, identifying gaps in research, and developing recommendations regarding ways to minimize  duplicative efforts, disseminate pain care information, and expand public/private research partnerships  and collaborations. The Committee published the National Pain Strategy in March 2016 in response to the  call from the National Academy of Medicine to increase awareness of pain as a significant public health  issue in the U.S. The strategy made recommendations in a number of areas including prevention and  care, professional education and training, and population research. The plan is aimed at decreasing the  prevalence of all types of pain (acute and chronic) in the U.S., as well as the disability and morbidity  associated with pain.",What was the aim of the National Pain Strategy?,"decreasing the  prevalence of all types of pain (acute and chronic) in the U.S., as well as the disability and morbidity  associated with pain"
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",Which government agencies launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics?,"VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA)"
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What is SAMHSA?,Substance Abuse and Mental Health Services  Administration
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",When did VA deploy the Opioid Safety Initiative requirements to all Veterans Integrated Service Networks?,August 2013
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What was the aim of the Opioid Safety Initiative?,"ensuring opioids are used in a safe, effective, and judicious manner."
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What is OSI?,Opioid Safety Initiative
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What is VISNs?,Veterans Integrated Service Networks
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",In which topics the goals of the OSI is related to?,"increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment"
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What does the OSI use to identify patients who may be  high-risk for adverse outcomes with use of opioids?,Veterans Health Administration (VHA’s) electronic health record
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What does the OSI use to identify providers whose prescribing practices do not  reflect best evidence so that patient care can be improved?,Veterans Health Administration (VHA’s) electronic health record
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",Why does the OSI use Veterans Health Administration (VHA’s) electronic health record?,to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What does the OSI requirements include?,"specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT)"
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What was launched by the VA as part of the OSI?,the Opioid Overdose Education and  Naloxone Distribution (OEND) program
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What was the purpose of the OEND program?,implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose
Background information,"Government agencies, including the VA, DoD, and Substance Abuse and Mental Health Services  Administration (SAMHSA), have also launched initiatives to improve the study and treatment of pain and  adverse events associated with opioid analgesics such as OUD and overdose. By August 2013, the VA  deployed the Opioid Safety Initiative (OSI) requirements to all Veterans Integrated Service Networks  (VISNs) with the aim of ensuring opioids are used in a safe, effective, and judicious manner. The goals of  the OSI related to such topics as increased education, monitoring, use of safe and effective prescribing and  management methods, tool development, collaboration, and use of alternative pain treatment. The OSI  uses the Veterans Health Administration (VHA’s) electronic health record to identify patients who may be  high-risk for adverse outcomes with use of opioids and providers whose prescribing practices do not  reflect best evidence so that patient care can be improved. The OSI requirements include specific  indicators (e.g., the number of unique pharmacy patients dispensed an opioid, the unique patients on LOT who have received UDT). As part of the OSI, the VA launched the Opioid Overdose Education and  Naloxone Distribution (OEND) program, which was implemented as a risk mitigation strategy aimed at  reducing deaths from opioid overdose. The program components included education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose.",What are the components of the OEND program?,"education and training  regarding the following topics: opioid overdose prevention, recognition, and rescue response; risk  mitigation strategies; and issuing naloxone kits, which can be used as an antidote to opioid  overdose"
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Name two initiatives that are aimed at improving the safe use of opioids? ,OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",What was the purpose of the OSI toolkit?,provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Where can the OSI toolkit materials be found? ,https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",What is the aim of the patient guide?,providing information to patients as well as their providers regarding the safe use  of opioids
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Where can more information be found on the patient guide?,http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Who issued a policy requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain? ,the VHA
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",Why did VHA issue a policy requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain? ,To further promote safety and patient centered care
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",When did VHA issue a policy requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain? ,in 2014
Background information,"Other initiatives are aimed at improving the safe use of opioids, including the OSI Toolkit and the patient  guide “Taking Opioids Responsibly for Your Safety and the Safety of Others: Patient Information Guide on  Long-term Opioid Therapy for Chronic Pain”. The OSI Toolkit was developed to provide clinicians with  materials to inform clinical decision-making regarding opioid therapy and safe opioid prescribing. The  toolkit materials can be found at the following link: https://www.va.gov/PAINMANAGEMENT/Opioid_Safety_Initiative_Toolkit.asp. “Taking Opioids Responsibly  for Your Safety and the Safety of Others: Patient Information Guide on Long-term Opioid Therapy for  Chronic Pain” is aimed at providing information to patients as well as their providers regarding the safe use  of opioids. More information can be found at the following link: http://www.healthquality.va.gov/guidelines/Pain/cot/OpiodTheraphyforChronicPainPatientTool20May20 13print.pdf. To further promote safety and patient centered care, the VHA issued a policy in 2014 requiring  standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain. ",What are the requirements in the policy issued by the VHA to further promote safety and patient centered care?,standardized education and signature informed consent for all patients receiving LOT for non-cancer  pain
